Title,Body,Rating,Date,Name
Pay through Paypal for the security? Don't bother,"I raised a dispute through them because Debenhams owe me some money for a Return. Debenhams contnually wrote and said 'Send us details'. 16 times I've sent photos and proof of postage. In the end I go to Paypal. Told them the whole story in detail and sent all the necessary proof to them as well. After waiting a month I get an email saying 'Debenhams say you must return the item and then they'll give you the refund'The automated helpline tells me they are waiting for information from Debenhams and can't help further. Clearly wrong, as evidenced by their email.  Maybe Paypal staff can't read, which I can only assume is the case here. There is a training opportunity for them here. Absolutely unbelievable. I only ever buy through Paypal because of the supposed support and security. Obviously not worth doing so will bypass them from now on. Beyond rubbish service. Plus I'm well out of pocket.",1,2023-09-12T12:43:01.000Z,Customer
NO CUSTOMER PROTECTION,"I ordered a sewing machine foot pedal from Wish (my first time of using them and now last) which arrived faulty. After trying to get Wish to refund or replace the item and failing, they kept asking for more and more photos and videos and then tried to make out I had ordered the wrong product altogether. I turned to Paypal and submitted videos of the fault in action. The case was reviewed and automatically updated with my only option being to return with tracking at my own expense. There is nowhere for me to object to this decision. Sending the faulty item back will be more expensive than the original product. Thanks so much for allowing these thieves to steal from me.1YE1109776337405R1YE1109776337405R",1,2023-09-11T09:41:37.000Z,SJ
needed money on the monday was sent to…,needed money on the monday was sent to me by girlfriend and still pending have now lost the sale and has left us both in the s#☆¥ trust me guys just do a bank transfer its better when it clears not using this anymore,1,2023-09-13T08:18:30.000Z,Stephen Driver
Got my money back from bad confidence seller,"I had problems with a web purchase, not getting the partial refund I'd been promised for a poor quality product. I created a case in PayPal and the money was returned the SAME DAY. I consider this an amazing service and will use PayPal even more in future.",5,2023-09-12T08:56:16.000Z,Shirley van Straaten
Paypal do not support buyers against…,"Paypal do not support buyers against scammers.  Use a Credit card instead, do not use Paypal!  They are no better than the scammers themselves AVOID AVOID AVOID",1,2023-09-15T11:00:52.000Z,Steve Reynolds
Scammers,"If a seller’s payment method involves PayPal in any way, I will not purchase from them. Mostly scammers that use it.",1,2023-09-17T15:06:19.000Z,Alan Roberts
The people at PayPal are scammers,"The people at PayPal are scammers. I received an email that I had sent money to someone, $250/£205 and it was completely unauthorised. My account is in good standing in terms of security, and I made the case immediately.Unfortunately, the people at PayPal dismissed my claim and because of a system-wide issue I was not able to appeal. I have since contacted the financial ombudsman because of this problem and PayPal have given me the final response telling me that I knowingly made the transaction and have talked to the seller who they admit in their final response violating PayPal's Terms of Service.Absolutely shocking behaviour by PayPal. Filthy scammers.",1,2023-09-13T18:27:09.000Z,Liam Seymour
complete thieves,"complete thieves, opened a persona account. received funds . could not withdraw funds. Adviced by customer care to upgrade to business. After upgrading to business my account was permanently limited. Could not reach the customer service. Now I have to wait for 180 painful days to get my funds. Paypal is a complete joke surrounded by a bunch of clowns",1,2023-09-07T10:11:22.000Z,Chege Mungai
Email and phone confirmation not…,Email and phone confirmation not working. Cannot delete card of one country in an account of another,1,2023-09-20T23:44:12.000Z,jonas deksnys
Unhappy Customers,I have been a PayPal customer for years but my last experience with them since August 2023 until now have cost me to not do business with them anymore. I purchased these shoes online and when I received them they were nothing like online so I took pictures of them and downloaded them to support my complaint for a refund. I asked them to send me a prepaid shipping label but they never responded to my request so I paid it myself on August 18 2023.I shipped them back to returned address on the package but now they saying that I sent them to the wrong address and it was not address they sent me wish is a lie.I file 2 appeal and sent them documentations to show those items had been returned. I will never do business with them again period and I advise anyone who read these reviews to not deal with PayPal!!!!,1,2023-09-13T20:26:16.000Z,Charles Waller
CRIMINALS!,"CRIMINALS!! Appaling service and customer care. Their A.I. made the mistake of taking payment from the wrong account, causing me a lot problems, and they refused to admit the error and rectify the problem. I phoned in many times. Each time I called, I had to explain the long story over and over again. Most customer service agents didn't listen or even try to understand what happened. It felt like I was trying to have conversations with robots reading from scripts. The few I managed to reason with were not consistent with their ""solutions"" or useless explanations of what had gone wrong. I must've spoken to at least 10 people, via messages and over the phone. Some said I could relax and the problem would be solved within a few days (never happened), and others kept giving me different reasons for not being able to solve the issue. Basically, none of their staff had a clue about what was going on.With so many bad reviews and new competition, I wonder if Paypal will survive much longer. Think twice before trusting Paypal with your card numbers and personal details.",1,2023-09-11T18:29:13.000Z,A R
